id,nama,namaKab,namaPartai,noUrut,originalFilename,stringJenisKelamin,dapil_id
188817,DEWA AYU PUTU AMALIA DEWI,JAKARTA SELATAN,PARTAI GERAKAN INDONESIA RAYA,6,dewa ayu.jpeg,Perempuan,29
202426,"Dr. Drs. H. EMAN SUDIRMAN, MS",MAJALENGKA,PARTAI BERKARYA,6,FOTO SILON.JPG,Laki-Laki,29
223460,"IMAN HIMAWAN, S.Pd",MAJALENGKA,Partai Kebangkitan Bangsa,6,E-FOTO_IMAN HIMAWAN_JABAR IX.jpeg,Laki-Laki,29
236269,"H. TAUFIQ GUNAWANSYAH, S.I.P., M.Si",SUMEDANG,Partai Golongan Karya,6,Foto Senyum - TG.JPG,Laki-Laki,29
259184,EUIS NURJANNAH JAENI,JAKARTA PUSAT,Partai Hati Nurani Rakyat,6,Euis Nurjannah.PNG,Perempuan,29
282441,HUMBUL KRISTIAWAN,JAKARTA SELATAN,PARTAI DEMOKRASI INDONESIA PERJUANGAN,6,photo_3174031701750004_photo_humbul_kristiawan_-_latar_merah.jpg,Laki-Laki,29
296446,SRI ARYANI,JAKARTA SELATAN,Partai Solidaritas Indonesia,6,FOTO 4x6.jpg,Perempuan,29
33156,"ROBIATUL ADAWIYAH, S.PDI",JAKARTA TIMUR,Partai Kebangkitan Bangsa,7,E-FOTO_RABIYATUL ADAWIYAH_JABAR IX.jpg,Perempuan,29
49094,"YOKI OKTORIAN SUKARDI, S.Kom",BANDUNG,Partai Solidaritas Indonesia,7,Foto.JPG,Laki-Laki,29
177844,"BUDIMAN AL IMAN, M.Si",MAJALENGKA,Partai Keadilan Sejahtera,7,Budiman Al Iman Foto 4x6.jpeg,Laki-Laki,29
183452,ADE IRAWAN,SUBANG,Partai NasDem,7,ade_irawan.jpeg,Laki-Laki,29
190047,"RAHMAWATI SUPRAPTO, SE",JAKARTA SELATAN,PARTAI GERAKAN INDONESIA RAYA,7,rahmawati.jpeg,Perempuan,29
219586,MOCH. CHARLY VANHOUTTEN,BANDUNG,Persatuan Indonesia,7,CHARLY 001.jpg,Laki-Laki,29
222682,GITA SHAHNAZ UTARI,KOTA BEKASI,Partai Persatuan pembangunan,7,Gita Shahnaz-foto.jpg,Perempuan,29
223720,"NUR OKTAVIARNI IKA DEWI, S.H",JAKARTA TIMUR,PARTAI AMANAT NASIONAL,7,oktavaiarni.jpg,Perempuan,29
235444,"LACKIE SUWANDIE, S.E",KOTA BANDUNG,Partai Golongan Karya,7,"LACKIE SUWANDIE,S.E._ 3273180323110006_PASFOTO 4X6.jpg",Laki-Laki,29
259541,"ELIS ROHAYATI,, SS",TANGERANG,PARTAI DEMOKRAT,7,"ELIS ROHAYATI,, SS.png",Perempuan,29
276916,"Ir. CECEP RUKMANA R., MM",KOTA BANDUNG,PARTAI BERKARYA,7,FOTO SILON.JPG,Laki-Laki,29
282757,INDAH KURNIAWATI,JAKARTA BARAT,PARTAI DEMOKRASI INDONESIA PERJUANGAN,7,photo_3173055712880002_mei.jpg,Perempuan,29
297386,IRA LAILA NUR QADAR,CIAMIS,Partai Bulan Bintang,7,IMG_0046 copy.jpg,Perempuan,29
63276,APNI YULIA SARI,JAKARTA BARAT,PARTAI BERKARYA,8,FOTO APNI.JPG,Perempuan,29
71711,DRS. WARI MAULANA,SUBANG,Partai Kebangkitan Bangsa,8,E-FOTO SMA_WARI_JABAR IX.jpeg,Laki-Laki,29
119088,NENENG MULYANINGSIH,KOTA BANDUNG,Partai NasDem,8,neneng.jpg,Perempuan,29
175947,MELKY DEDI ISKANDAR G,JAKARTA SELATAN,PARTAI DEMOKRAT,8,MELKY DEDI ISKANDAR G.jpg,Laki-Laki,29
211497,LILIS SOLIHAH,JAKARTA SELATAN,Persatuan Indonesia,8,LILIS.jpg,Perempuan,29
227050,WAWAN HENDRAWAN,BANDUNG,Partai Bulan Bintang,8,SKCK GUNAWAN.jpg,Laki-Laki,29
254880,"HJ. INNA SAMSUMINAR, S.P.",SUMEDANG,Partai Keadilan Sejahtera,8,WhatsApp Image 2018-07-17 at 00.57.46.jpeg,Perempuan,29
256089,"MOHAMMAD UZEN ZAINUDDIN ARIEF,, BA",SUMEDANG,PARTAI AMANAT NASIONAL,8,1.jpg,Laki-Laki,29
264213,"MEDINA WIRANATAKUSUMAH, S.E.",JAKARTA SELATAN,Partai Golongan Karya,8,MEDINAWIRANATAKUSUMAH_3174060260300006_PASFOTO 4X6.JPG,Perempuan,29
267980,MOHAMAD AGUNG ANUGRAH,KOTA TANGERANG SELATAN,PARTAI GERAKAN INDONESIA RAYA,8,agung anugrah.jpeg,Laki-Laki,29
275890,DENI KHANAFIAH,KOTA BANDUNG,Partai Persatuan pembangunan,8,deni_khanafiah-pasfoto.jpg,Laki-Laki,29
296460,RENI SINTA,JAKARTA TIMUR,Partai Solidaritas Indonesia,8,FOTO 4x6.jpg,Perempuan,29
32339,NUNU NUGRAHA,JAKARTA TIMUR,Partai Solidaritas Indonesia,1,20180706_131458 (2).jpg,Laki-Laki,30
40176,"Drs. MUHAMAD NURDIN, M.M.",JAKARTA SELATAN,PARTAI DEMOKRASI INDONESIA PERJUANGAN,1,ADORAMA_0877.jpg,Laki-Laki,30
54814,"H YANUAR PRIHATIN, MSI",JAKARTA SELATAN,Partai Kebangkitan Bangsa,1,FOTO_YANUAR_JABARX.jpg,Laki-Laki,30
58204,BUDI YOUYASTRI,KOTA BANDUNG,PARTAI AMANAT NASIONAL,1,SILON.JPG,Laki-Laki,30
104923,"ARDHYA PRATIWI S, SE",JAKARTA TIMUR,PARTAI GERAKAN INDONESIA RAYA,1,4x6.jpg,Perempuan,30
111412,"DR. KH. SURAHMAN HIDAYAT, MA.",BEKASI,Partai Keadilan Sejahtera,1,FOTO_SurahmanHidayat_Jabar10.jpg,Laki-Laki,30
114893,"Dr. Ir.. MUSTOHA ISKANDAR, SH, MDM",JAKARTA TIMUR,Partai NasDem,1,mustoha.jpg,Laki-Laki,30
152751,Drs. H. EKA SANTOSA,KOTA BANDUNG,PARTAI BERKARYA,1,FOTO.JPG,Laki-Laki,30
153106,"Drs. AGUN GUNANDJAR SUDARSA, Bc.IP., M.Si.",JAKARTA SELATAN,Partai Golongan Karya,1,AGUN_3174050260270002_PASFOTO4X6.jpg,Laki-Laki,30
154056,LINDA KARTIKA DEWI,JAKARTA SELATAN,Persatuan Indonesia,1,LINDA KARTIKA DEWI 001.jpg,Perempuan,30
176096,"H.DIDI IRAWADI SYAMSUDDIN, SH",JAKARTA TIMUR,PARTAI DEMOKRAT,1,"H.DIDI IRAWADI SYAMSUDDIN, SH.jpg",Laki-Laki,30
204473,"Laksma TNI (Purn) H. DIDIN ZAINAL ABIDIN, M.M",JAKARTA UTARA,Partai Gerakan Perubahan Indonesia,1,1073_120718_141217.png,Laki-Laki,30
220550,RICO JOHANES HASIBUAN,JAKARTA SELATAN,Partai Keadilan dan Persatuan Indonesia,1,FOTO.jpg,Laki-Laki,30
249361,AZRAL HARDY,JAKARTA UTARA,Partai Hati Nurani Rakyat,1,Azral Hardy.PNG,Laki-Laki,30
270132,"Dr. Ir. H. AKHMAD BAKHTIAR AMIN, M.Sc., M.Si",JAKARTA SELATAN,Partai Bulan Bintang,1,BACTIAR AMIN.jpg,Laki-Laki,30
293319,ASEP A MAOSHUL AFFANDY,TASIKMALAYA,Partai Persatuan pembangunan,1,asep.jpg,Laki-Laki,30
32239,"KURNIASARI AMBAR, S.Pd",KOTA TANGERANG SELATAN,Partai Solidaritas Indonesia,2,FOTO.jpg,Perempuan,30
33193,"RINA SAADAH, LC, MSI",KOTA TASIKMALAYA,Partai Kebangkitan Bangsa,2,Foto_Rina saadah.jpeg,Perempuan,30
39943,"Ir. H. GATOT TJAHYONO, M.M.",KOTA BANDUNG,PARTAI DEMOKRASI INDONESIA PERJUANGAN,2,FOTO GATOT.jpg,Laki-Laki,30
88573,"DR. H. AGUS SUPARMAN, MM.",KOTA BEKASI,Partai NasDem,2,agus_suparman.jpg,Laki-Laki,30
100069,Ir. H. CHANDRA TIRTAWIJAYA,JAKARTA SELATAN,PARTAI AMANAT NASIONAL,2,SILON.JPG,Laki-Laki,30
104768,ARYA PERMANA GRAHA,KUNINGAN,Partai Persatuan pembangunan,2,Arya-foto.jpg,Laki-Laki,30
120190,"UUS ALI HUSNI, S.Kom",KOTA TANGERANG SELATAN,Persatuan Indonesia,2,UUS_001.jpg,Laki-Laki,30
138587,"H.T.MAMAT ROBBY SUGANDA, M.AP",JAKARTA TIMUR,PARTAI DEMOKRAT,2,"H.T.MAMAT ROBBY SUGANDA, M.AP.jpg",Laki-Laki,30
146365,"KH. ACHIDIN NOOR, MA.",KUNINGAN,Partai Keadilan Sejahtera,2,Achidin Noor (Pusat).JPG,Laki-Laki,30
180878,"DADAY HUDAYA, SH.,MH",KOTA BEKASI,PARTAI GERAKAN INDONESIA RAYA,2,foto daday_1.jpg,Laki-Laki,30
205458,"Hj. LESTARI YUSENO, SH",KOTA BEKASI,PARTAI BERKARYA,2,FOTO SILON.JPG,Perempuan,30
223285,KHOLIS MALIK,JAKARTA TIMUR,Partai Golongan Karya,2,img218.jpg,Laki-Laki,30
229837,BUDI WARSITO,KOTA DEPOK,Partai Hati Nurani Rakyat,2,Budi Warsito.PNG,Laki-Laki,30
264257,Ir. YULIASTUTI,BOGOR,Partai Bulan Bintang,2,SKCK YULIASTUTI.jpg,Perempuan,30
297817,Dra. NITA SAFTINA,JAKARTA SELATAN,Partai Gerakan Perubahan Indonesia,2,foto nita.png,Perempuan,30
299985,KARINDRA UKAR,JAKARTA TIMUR,Partai Keadilan dan Persatuan Indonesia,2,FOTO KARINDRA.jpg,Laki-Laki,30
33231,AHMAD IRFAN ALAWI,PANGANDARAN,Partai Kebangkitan Bangsa,3,foto_asepirfan_jabarX.jpeg,Laki-Laki,30
43403,"Dra. Hj. VETRINA SUTINGAH, M.Pd",KOTA TANGERANG SELATAN,PARTAI AMANAT NASIONAL,3,IMG_2725  ok.jpg,Perempuan,30
51192,"AHMAD BAHTIAR SEBAYANG, SE",KOTA TANGERANG SELATAN,PARTAI GERAKAN INDONESIA RAYA,3,FOTO.jpeg,Laki-Laki,30
68365,"ANDRIANSYAH, S.Si, M.S.E",KOTA DEPOK,Partai Solidaritas Indonesia,3,ANDRI - JABAR 10 - PAS FOTO 4X6.jpg,Laki-Laki,30
92648,"A. DARSONO, SH, MH",KOTA SEMARANG,Persatuan Indonesia,3,ANTONIUS DARSONO.jpg,Laki-Laki,30
144016,NUR EFENDI,KOTA BEKASI,Partai Bulan Bintang,3,SKCK EFENDI.jpg,Laki-Laki,30
147233,"ANITA SETIYOWATI, S.Pd.",KUNINGAN,Partai Keadilan Sejahtera,3,Anita Setyowati (Pusat).JPG,Perempuan,30
147335,"ERNA M. MOCHTAR, S.H, M.Si",TANGERANG,Partai NasDem,3,erna_m_mohtar.jpg,Perempuan,30
202664,"HJ. YOYOH RUKIJAH, S.TR. KEB",KUNINGAN,PARTAI DEMOKRAT,3,"HJ. YOYOH RUKIJAH, S.TR. KEB.JPG",Perempuan,30
219934,DRA. HJ. WARDATUN NA'IM,TANGERANG,Partai Persatuan pembangunan,3,foto wardatun na'im (2).jpg,Perempuan,30
223219,HJ. RENNY SOEDIRO,JAKARTA SELATAN,Partai Golongan Karya,3,8. Pas Foto.jpg,Perempuan,30
260191,ARIENA JUNISA,KOTA TANGERANG,Partai Hati Nurani Rakyat,3,Ariena Junisa.PNG,Perempuan,30
286883,AUGUSTINA CONNIE,JAKARTA SELATAN,PARTAI DEMOKRASI INDONESIA PERJUANGAN,3,photo_3174066308660004_0b5a7323.jpg,Perempuan,30
300000,VONNY RIDHA,JAKARTA TIMUR,Partai Keadilan dan Persatuan Indonesia,3,VANNY JABAR 4.jpg,Perempuan,30
300313,SIR JOHN,BEKASI,PARTAI BERKARYA,3,foto silon.JPG,Laki-Laki,30
30534,"BAMBANG PRAKUSO, BA",BEKASI,Partai Solidaritas Indonesia,4,PASFOTO BAMBANG PRAKUSO.jpg,Laki-Laki,30
46959,DRG. ENDAH FUTIHATUL FAJRIYAH,JAKARTA SELATAN,Partai Kebangkitan Bangsa,4,FOTO_EVA_JABARX.jpeg,Perempuan,30
78259,AHMAD JAYA ADIGUNA,JAKARTA SELATAN,PARTAI BERKARYA,4,Ahmad Jaya Adiguna_4x6.jpg,Laki-Laki,30
91607,Ir. H. ADE BARKAH,KOTA DEPOK,Partai Keadilan Sejahtera,4,P80705-224700(1).jpg,Laki-Laki,30
91913,"TUBAGUS FERI RELASYAH, S.S0S",KUNINGAN,Partai NasDem,4,tubagus.jpg,Laki-Laki,30
103383,"DR. H. HERI SOLEHUDIN ATMAWIDJAJA, MM",KOTA DEPOK,Partai Persatuan pembangunan,4,Heri Solehudin-foto.jpg,Laki-Laki,30
108334,"AMINUDDIN, S.Sos, MM",JAKARTA TIMUR,Persatuan Indonesia,4,AMINUDIN_001.jpg,Laki-Laki,30
121045,AAN HANAFI,KOTA BANJAR,PARTAI AMANAT NASIONAL,4,Pas Photo Crop.JPG,Laki-Laki,30
138899,"TB CEPPY SUBHAN SOLICHIN, SE",KOTA BANDUNG,PARTAI DEMOKRAT,4,"TB CEPPY SUBHAN SOLICHIN, SE.JPG",Laki-Laki,30
210711,"DRA.. RAHMI YUSUF LUTAN, M.S.",JAKARTA TIMUR,Partai Bulan Bintang,4,Dra Rahmi Jabar 10.jpg,Perempuan,30
268844,"ENGKUS KUSNADI, S.H",PANGANDARAN,Partai Golongan Karya,4,FOTO.jpg,Laki-Laki,30
286459,YAYAN SOPYANI,KOTA DEPOK,PARTAI DEMOKRASI INDONESIA PERJUANGAN,4,photo_3278020111820009_ysa_oke.jpg,Laki-Laki,30
293455,"RUSMIN EFFENDY, SH, MH",JAKARTA TIMUR,PARTAI GERAKAN INDONESIA RAYA,4,foto-rusmin.jpg,Laki-Laki,30
40231,"LUTHFI FAUZI, S.HI.,M.M.",PANGANDARAN,PARTAI DEMOKRASI INDONESIA PERJUANGAN,5,photo_3207202709790002_img_8632.jpg,Laki-Laki,30
74493,"Drs. DADANG SETIAWAN, M.Si",TANGERANG,Partai Solidaritas Indonesia,5,Pas foto.JPG,Laki-Laki,30
79374,"DEDE IIN SOBIRIN, SH",CIAMIS,Partai Kebangkitan Bangsa,5,foto_dede_jabarx.jpg,Laki-Laki,30
93306,KRISNA MUKTI,JAKARTA SELATAN,Partai NasDem,5,krisna.jpg,Laki-Laki,30
146927,"ICIH MINTARSIH, S.Pd",KUNINGAN,Partai Keadilan Sejahtera,5,Icih Mintarsih (Pusat).JPG,Perempuan,30
147519,H. KUSWARA SASTRA PERMANA,JAKARTA TIMUR,PARTAI AMANAT NASIONAL,5,IMG_0813 white.jpg,Laki-Laki,30
169963,"THIYA LATIFFAH SYAEFFUDIN FUTRI, S.Farm",KUNINGAN,Persatuan Indonesia,5,THIYA.jpg,Perempuan,30
188405,"SHEILA AYU SAYIDAH, S.I.Kom",JAKARTA SELATAN,PARTAI GERAKAN INDONESIA RAYA,5,foto sheila_1.jpg,Perempuan,30
206446,MULYADI ELHAN ZAKARIA,JAKARTA PUSAT,PARTAI BERKARYA,5,FOTO.JPG,Laki-Laki,30
223220,"AYUNINGTYAS WIDARI RAMDHANIAR, S.I.A.",KUNINGAN,Partai Golongan Karya,5,AYUNINGTYAS_3208090290740008_PAS FOTO 4X6.jpg,Perempuan,30
258070,Dr. HJ. IRMA BASTAMAN HARIS,KOTA BANDUNG,PARTAI DEMOKRAT,5,Dr. HJ. IRMA BASTAMAN HARIS.jpg,Perempuan,30
296468,IDA NURHAIDAH,CIAMIS,Partai Persatuan pembangunan,5,Ida_pasfoto.jpg,Perempuan,30
299259,ALI NURHAKIM,SUKABUMI,Partai Bulan Bintang,5,ALI NUR HAKIM.jpg,Laki-Laki,30
78931,ASEP IRFAN,CIAMIS,Partai Kebangkitan Bangsa,6,E-FOTO_ASEP IRFAN_JABAR X.jpeg,Laki-Laki,30
106250,ARISTOKRA L.J TOMASOA,KOTA BOGOR,Persatuan Indonesia,6,ARISTOKRA_001.jpg,Laki-Laki,30
115448,"SITI HABSYAH MAYAWATI, S.E.",KOTA BEKASI,Partai Persatuan pembangunan,6,siti_habsyah.jpg,Perempuan,30
118192,"YUMAIZA, SE",KOTA DEPOK,PARTAI AMANAT NASIONAL,6,eza.jpg,Perempuan,30
120653,SELFI NAFILAH,JAKARTA TIMUR,Partai NasDem,6,13. Poto Selfi.jpg,Perempuan,30
181190,HJ ETY NURHADIYATI,KOTA BANJAR,Partai Keadilan Sejahtera,6,New Doc 2018-07-14 (10).jpg,Perempuan,30
189124,ISMI DIANG MEILAN,GARUT,Partai Solidaritas Indonesia,6,Foto - Ismi.jpg,Perempuan,30
199291,"TUTI ROSINTA HUTAGALUNG, SH",JAKARTA SELATAN,PARTAI GERAKAN INDONESIA RAYA,6,TUTI.jpeg,Perempuan,30
201803,"YETI HERYATI, SH",JAKARTA SELATAN,PARTAI DEMOKRAT,6,"yeti heryati, SH.JPG",Perempuan,30
223256,"DENI YUSUP, S.Ag., M.Si",JAKARTA SELATAN,Partai Golongan Karya,6,foto.jpg,Laki-Laki,30
274697,NUNI HARMAYANTI,JAKARTA BARAT,PARTAI BERKARYA,6,foto silon.JPG,Perempuan,30
286599,"Dr. ETIN NURHAETIN NINGRUM, S.Ag., M.M., M.Si",KOTA TANGERANG SELATAN,PARTAI DEMOKRASI INDONESIA PERJUANGAN,6,FOTO.jpg,Perempuan,30
79147,EVA FITRIAH,KUNINGAN,Partai Kebangkitan Bangsa,7,EVA FITRIAH.jpeg,Perempuan,30
99348,"MARINA OKTAVIA, A.Md",SERANG,PARTAI AMANAT NASIONAL,7,01.jpg,Perempuan,30
138243,DENI DURIYATUL ROMDONAH,JAKARTA SELATAN,PARTAI DEMOKRAT,7,DENI DURIYATUL ROMDONAH.jpg,Perempuan,30
161840,"ALI SA'RONI, S.IP",PEMALANG,Partai Persatuan pembangunan,7,ali sa'roni-foto.jpg,Laki-Laki,30
171194,BAMBANG SUDIYONO,PURWOREJO,PARTAI GERAKAN INDONESIA RAYA,7,foto bambang_1.jpg,Laki-Laki,30
191316,LISDA OKTAVIANTI,JAKARTA TIMUR,Partai NasDem,7,lisda.jpg,Perempuan,30
208196,"BETY PUSPITASARI, AK",KOTA BEKASI,Persatuan Indonesia,7,BETY.jpg,Perempuan,30
215439,NURUL GEOVANI,KOTA BANDUNG,Partai Solidaritas Indonesia,7,FOTO - NURUL.jpg,Perempuan,30
241780,"ETTY ROBIAH AFDHAL, M.A",KOTA TANGERANG SELATAN,Partai Golongan Karya,7,"Etty Robiah Afdhal SE,MA.jpg",Perempuan,30
255484,H. ISMAIL ELYAS,CIAMIS,Partai Keadilan Sejahtera,7,Ismail Elyas.jpeg,Laki-Laki,30
283356,AVERINA OKTAVIA MENGKO,JAKARTA SELATAN,PARTAI BERKARYA,7,foto averina oktavia mengko.JPG,Perempuan,30
286806,"YESSY DIYANTARI, S.TP.,M.M.",BOGOR,PARTAI DEMOKRASI INDONESIA PERJUANGAN,7,yessi.jpg,Perempuan,30
15683,SUPIADIN ARIES SAPUTRA,JAKARTA TIMUR,Partai NasDem,1,Scan JABAR 11.jpg,Laki-Laki,31
28704,"DRS. H ACEP ADANG RUHIAT, M.Si.",TASIKMALAYA,Partai Kebangkitan Bangsa,1,E-FOTO_ACEP ADANG_JABAR XI.jpg,Laki-Laki,31
32193,"DRS. H. AWANG ANWARUDIN, MH",KOTA BANDUNG,Partai Solidaritas Indonesia,1,FOTO - AWANG.jpg,Laki-Laki,31
46388,"HAERUDIN, S.Ag., MH",BANDUNG,PARTAI AMANAT NASIONAL,1,DSC_4507 5R .jpg,Laki-Laki,31
76839,Hj. SARIMAYA SE,JAKARTA SELATAN,PARTAI BERKARYA,1,Poto Ibu Sarimaya.jpg,Perempuan,31
107241,H. TATE QOMARUDDIN,KOTA BANDUNG,Partai Keadilan Sejahtera,1,Tate Qomaruddin- Foto.jpg,Laki-Laki,31
112910,"H. SUBARNA, SE., M.Si",TASIKMALAYA,PARTAI GERAKAN INDONESIA RAYA,1,SUBARNA.jpg,Laki-Laki,31
114003,HJ. NURHAYATI,JAKARTA SELATAN,Partai Persatuan pembangunan,1,hj. nurhayati-foto.jpg,Perempuan,31
140876,SAID BIN DJINDAN,TANGERANG,Persatuan Indonesia,1,SAID BIN DJINDAN.jpg,Laki-Laki,31
146396,Hj. SITI MUFATTAHAH,JAKARTA SELATAN,PARTAI DEMOKRAT,1,Hj. SITI MUFATTAHAH.jpg,Perempuan,31
156867,"FERDIANSYAH, S.E., M.M.",JAKARTA PUSAT,Partai Golongan Karya,1,Pasfoto Baju PG - bg putih.jpg,Laki-Laki,31
188911,H. ACENG HM. FIKRI,GARUT,Partai Hati Nurani Rakyat,1,Aceng HM Fikri.PNG,Laki-Laki,31
209197,SURYANSYAH,JAKARTA TIMUR,Partai Keadilan dan Persatuan Indonesia,1,IMG_3049 A.jpg,Laki-Laki,31
258569,"MUHAMMAD YUNUS, M.Pd.I",KOTA TASIKMALAYA,Partai Gerakan Perubahan Indonesia,1,1578_310518_184001.png,Laki-Laki,31
289059,"Irjen. Pol (Purn). Dr. Drs. H. ANTON CHARLIYAN, M.P.K.N",KOTA TASIKMALAYA,PARTAI DEMOKRASI INDONESIA PERJUANGAN,1,IMG_20180712_113130.jpg,Laki-Laki,31
292432,"H. ANWAR NASHORI, S.Ag., M.Si",TASIKMALAYA,Partai Bulan Bintang,1,FOTO  ANWAR NASHORI.jpg,Laki-Laki,31
7735,DONY MARYADI OEKON,JAKARTA SELATAN,PARTAI DEMOKRASI INDONESIA PERJUANGAN,2,IMG_5229.jpg,Laki-Laki,31
31463,"ANDRE ANDIKA ADHIGUNA, S.Mn., MA.",JAKARTA SELATAN,Partai Solidaritas Indonesia,2,Pas Photo - Andre Andika Adhiguna.jpg,Laki-Laki,31
32668,"IMAS AAN UBUDIAH, S.PDI",JAKARTA SELATAN,Partai Kebangkitan Bangsa,2,E-FOTO_IMAS AAN UBUDIAH_JABAR XI.JPG,Perempuan,31
56968,"H. A. MUHAJIR, SH.MH",JAKARTA SELATAN,PARTAI AMANAT NASIONAL,2,pasfoto 4x6 warna peci.jpg,Laki-Laki,31
89838,"DICKY PERMANA, S.E.",JAKARTA SELATAN,Partai NasDem,2,dicky_permana.jpg,Laki-Laki,31
122218,"MUHAMMAD HUSEIN FADLULLOH, B.Bus., MM., MBA",JAKARTA TIMUR,PARTAI GERAKAN INDONESIA RAYA,2,MUHAMMAD.jpeg,Laki-Laki,31
146317,"KH. TORIQ HIDAYAT, LC",TASIKMALAYA,Partai Keadilan Sejahtera,2,Toriq Hidayat - Foto-page-001.jpg,Laki-Laki,31
150970,"DR. NURUL IMAN MUSTOPA, MA",JAKARTA SELATAN,PARTAI DEMOKRAT,2,"DR. NURUL IMAN MUSTOPA, MA.JPG",Laki-Laki,31
205975,REZA ARTAMEVIA,JAKARTA SELATAN,Persatuan Indonesia,2,REZA ARTAMEVIA_001.jpg,Perempuan,31
207616,RAFIKA MAULIDYA,CILACAP,Partai Keadilan dan Persatuan Indonesia,2,FOTO.jpg,Perempuan,31
228226,HASANUDDIN SIBUEA,JAKARTA PUSAT,PARTAI BERKARYA,2,FOTO SILON.JPG,Laki-Laki,31
232635,H. MQ. ISWARA,KOTA BANDUNG,Partai Golongan Karya,2,Iswara_foto.jpg,Laki-Laki,31
258931,TATI PURWATI,JAKARTA UTARA,Partai Gerakan Perubahan Indonesia,2,tati.png,Perempuan,31
259707,EVY NAVISAH,JAKARTA SELATAN,Partai Hati Nurani Rakyat,2,Evy Navisah.PNG,Perempuan,31
287159,TOMMY SOETOMO,KOTA BOGOR,Partai Persatuan pembangunan,2,Foto Tommy Soetomo.jpg,Laki-Laki,31
303503,NUNUNG KANIAWATI,SUMEDANG,Partai Bulan Bintang,2,,Perempuan,31
29344,"DR. H. K. EDI PARMADI, M.M.PD",BANDUNG,Partai Kebangkitan Bangsa,3,PHOTO_EDI PARMADI_JABAR XI.jpg,Laki-Laki,31
46761,"H. ABDUL HOLIK, SH",TASIKMALAYA,Persatuan Indonesia,3,HOLIK.jpg,Laki-Laki,31
77987,"ASEP HERU ROCHIMAT, S.Kom",KOTA TASIKMALAYA,PARTAI BERKARYA,3,FOTO.jpg,Laki-Laki,31
107427,HJ. DIAH KURNIASARI,GARUT,Partai NasDem,3,13. Pas Foto.jpg,Perempuan,31
112870,AGNES MARCELLINA,JAKARTA BARAT,PARTAI GERAKAN INDONESIA RAYA,3,AGNES FOTO.jpeg,Perempuan,31
126753,"A. SUMANTRI, SH",GARUT,Partai Bulan Bintang,3,FOTO SUMANTRI.jpg,Laki-Laki,31
146578,"RINA RESTIANI SUPRIAWAN, �.Md.Keb",GARUT,PARTAI AMANAT NASIONAL,3,PAS PHOTO.jpg,Perempuan,31
147284,"DR. HANAN SOEHARTO, SH, MH",JAKARTA UTARA,PARTAI DEMOKRAT,3,"DR Hanan Soeharto, SH, MH.JPG",Laki-Laki,31
163216,NENENG PIPIT FITRIANI,JAKARTA TIMUR,Partai Solidaritas Indonesia,3,pas photo pipit copy.JPG,Perempuan,31
236622,"RIKA MUSTIKA S, S.E., M.M",JAKARTA SELATAN,Partai Golongan Karya,3,IMG_44352.jpg,Perempuan,31
258708,"AEN ZULKARNAEN, S.Pd.I",KOTA TASIKMALAYA,Partai Gerakan Perubahan Indonesia,3,aen.png,Laki-Laki,31
261448,SITI HUZAEMAH,KOTA TASIKMALAYA,Partai Keadilan Sejahtera,3,Siti Huzaemah.jpeg,Perempuan,31
285200,"HJ.VIVI ROVIANA, S.I.Kom",BOGOR,PARTAI DEMOKRASI INDONESIA PERJUANGAN,3,2018-06-13-19-32-33-842.jpg,Perempuan,31
287460,H. IJANG ARIS TATOLISI,TASIKMALAYA,Partai Persatuan pembangunan,3,ijang-foto.jpg,Laki-Laki,31
302857,ARINI INDAH KARTIKA,JAKARTA TIMUR,Partai Hati Nurani Rakyat,3,13_4.PNG,Perempuan,31
57654,"IRVAN NASRUN, ST",JAKARTA UTARA,Persatuan Indonesia,4,IRVAN_001.jpg,Laki-Laki,31
63543,RAMRAM MUKHLIS RAMDANI,KOTA BANDUNG,Partai Kebangkitan Bangsa,4,E-KTAFOTO_RAM RAM MUKHLIS_JABAR XI.jpg,Laki-Laki,31
88636,"H. ALI ROHMAN, Sag",GARUT,Partai NasDem,4,ali_rohman.jpg,Laki-Laki,31
118452,"DEDDY ARIJANTO, S.Kom",GARUT,Partai Solidaritas Indonesia,4,11. Pas Photo Back Merah Deddy.jpg,Laki-Laki,31
126378,"Drs. KURNIA, M.Pd",GARUT,Partai Bulan Bintang,4,KURNIA_Page_1.jpg,Laki-Laki,31
127675,"DAVID MARSAHALA A. A, SH. MH",JAKARTA PUSAT,Partai Hati Nurani Rakyat,4,David Marsala.PNG,Laki-Laki,31
138639,"HJ. AI SURYANI, SH, SP.I",KOTA BEKASI,PARTAI DEMOKRAT,4,"HJ. AI SURYANI,, SH, SP.I.jpg",Perempuan,31
144034,"DENI R. SAGARA, S.Fil",TASIKMALAYA,PARTAI AMANAT NASIONAL,4,DENI R. SAGARA.jpeg,Laki-Laki,31
146192,"FAHRUL ROZI, SH",GARUT,PARTAI GERAKAN INDONESIA RAYA,4,FAHRUL ROZI.jpg,Laki-Laki,31
154040,"H. ITANG RUSMANA, LC. M.H.",JAKARTA PUSAT,Partai Keadilan Sejahtera,4,IMG-20180713-WA0005.jpg,Laki-Laki,31
156277,Drs. H. AHMAD ZACKY SIRADJ,JAKARTA SELATAN,Partai Golongan Karya,4,(AHMADZACKYSIRADJ_ 3174030260080003_PASFOTO4X6).png,Laki-Laki,31
